ID,단원,난이도,문제,정답,풀이
grade3_2st_step_432,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,반지름이 15mm인 원의 지름은 몇 cm입니까?,3cm,"15mm의 2배는 30mm지? 30mm를 cm로 바꾸면 3cm가 된단다. 단위를 조심해야 해!"
grade3_2st_step_433,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,한 원에서 지름이 10cm일 때 반지름 2개의 합은?,10cm,"반지름 2개를 합치면 바로 지름이 되잖아! 그래서 계산할 것도 없이 10cm가 정답이야."
grade3_2st_step_434,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,원의 가장자리를 따라 한 바퀴 돌면 그것을 무엇이라 하나요?,원주,"수학에서는 원의 둘레를 특별하게 '원주'라고 불러. 나중에 6학년 때 자세히 배울 거야!"
grade3_2st_step_435,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,반지름 4cm인 원과 지름 8cm인 원은 크기가 같습니까?,예,"반지름 4cm의 지름은 8cm니까, 두 원은 완전히 똑같은 크기야. 말만 다르게 한 거란다!"
grade3_2st_step_436,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,원을 그릴 때 중심을 옮기면 어떻게 되나요?,위치가 바뀐다,"중심은 원의 위치를 결정해. 중심을 옆으로 옮겨서 그리면 원도 옆으로 이사를 가게 되는 거지."
grade3_2st_step_437,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,지름이 6cm인 원 3개를 나란히 붙이면 전체 가로 길이는?,18cm,"지름이 6cm인 원 세 개가 기차처럼 붙어있다고 생각해봐. $6 \times 3 = 18$cm가 되겠지?"
grade3_2st_step_438,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,반지름이 2.5cm인 원의 지름은?,5cm,"2.5를 두 번 더하면 5가 되지? 소수가 나와도 지름은 반지름의 2배라는 규칙은 변하지 않아!"
grade3_2st_step_439,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,원에는 꼭짓점이 있습니까?,없습니다,"원은 매끄러운 곡선으로 이루어져 있어서 뾰족한 꼭짓점이 하나도 없어. 그래서 아주 부드러운 모양이지."
grade3_2st_step_440,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,컴퍼스를 5cm 벌려 그린 원의 지름은 10cm입니다 맞나요?,예,"선생님 설명을 잘 들었구나! 벌린 길이는 반지름이고, 지름은 그 2배인 10cm가 맞단다."
grade3_2st_step_441,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,지름이 14cm인 원을 반으로 자른 도형의 이름은?,반원,"원을 딱 절반으로 자르면 수박 조각 같은 모양이 나오지? 그걸 '반원'이라고 부른단다."
grade3_2st_step_442,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,반지름 10cm인 원 안에 지름 5cm인 원을 최대 몇 개?,4개,"면적으로 계산하면 4개가 들어가지만, 길쭉하게 배치하면 더 복잡해져. 일단 지름으로만 보면 가로세로 2개씩이야!"
grade3_2st_step_443,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,원의 중심에서 가장 먼 원 위의 점까지의 거리는?,반지름,"중심에서 원 위 어디를 찍어도 거리는 반지름으로 다 똑같아. 그래서 모두가 똑같이 멀단다."
grade3_2st_step_444,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,어떤 원의 지름을 2로 나누면 무엇이 되나요?,반지름,"지름의 절반은 반지름! 나눗셈과 원의 성질을 같이 이용한 좋은 문제였어."
grade3_2st_step_445,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,지름이 20cm인 원의 중심에서 15cm 떨어진 점은 원 안에 있나요?,아니오,"반지름이 10cm인데 15cm나 떨어져 있으면 원 밖으로 멀리 나간 점이 되겠지?"
grade3_2st_step_446,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,반지름 8cm인 원의 가장 긴 선분 길이는?,16cm,"가장 긴 선분은 지름이니까 $8 \times 2 = 16$cm가 정답이야. 이제 속지 않지?"
grade3_2st_step_447,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,동전은 원 모양입니다 동전의 지름을 재는 가장 좋은 방법은?,자를 대고 가장 넓은 부분을 잰다,"동전의 가장 뚱뚱한 부분(중심을 지나는 부분)을 자로 재면 그게 바로 지름이 된단다."
grade3_2st_step_448,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,반지름 9cm인 원의 지름은 18cm입니다 맞나요?,예,"9 곱하기 2는 18! 아주 정확한 계산이야. 자신감을 가져도 좋아!"
grade3_2st_step_449,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,지름이 40cm인 원을 4개 이어 붙이면 전체 길이는?,160cm,"기차 놀이 하듯이 원 4개를 붙여보자. $40 \times 4$를 하면 160cm라는 엄청 긴 길이가 나와!"
grade3_2st_step_450,2-3단원. 원 (원의 중심 / 반지름 / 지름),5,오늘 배운 원의 구성 요소 세 가지는?,중심 반지름 지름,"원의 한가운데 '중심', 중심에서 뻗은 '반지름', 중심을 지나는 '지름'! 이 세 가지만 알면 원 박사야!"
grade3_2st_step_451,2-4단원. 분수 (분수의 종류와 크기 비교),6,분자가 분모보다 작은 분수를 무엇이라고 합니까?,진분수,"진짜 분수라는 뜻의 '진분수'야. $\frac{1}{3}$, $\frac{2}{5}$처럼 위가 아래보다 가벼운 모양이지. 아주 안정적인 분수란다."
grade3_2st_step_452,2-4단원. 분수 (분수의 종류와 크기 비교),6,분자가 분모와 같거나 분모보다 큰 분수는?,가분수,"머리가 몸보다 큰 가짜 분수, '가분수'라고 불러. $\frac{4}{4}$나 $\frac{5}{3}$처럼 분자가 분모를 이기려고 하는 모양이지!"
grade3_2st_step_453,2-4단원. 분수 (분수의 종류와 크기 비교),6,자연수와 진분수로 이루어진 분수를 무엇이라고 합니까?,대분수,"자연수 옆에 진분수가 찰떡처럼 붙어 있는 분수를 '대분수'라고 해. $1 \frac{1}{2}$처럼 허리에 큰 숫자를 차고 있단다."
grade3_2st_step_454,2-4단원. 분수 (분수의 종류와 크기 비교),6,가분수 $\frac{5}{4}$를 대분수로 나타내면?,$1 \frac{1}{4}$,"$\frac{5}{4}$는 $\frac{4}{4}$(즉 1)에다가 $\frac{1}{4}$이 더 있는 거지? 그래서 자연수 1을 앞으로 빼고 $1 \frac{1}{4}$이라고 쓴단다."
grade3_2st_step_455,2-4단원. 분수 (분수의 종류와 크기 비교),6,대분수 $2 \frac{1}{3}$을 가분수로 나타내면?,$\frac{7}{3}$,"자연수 2는 $\frac{6}{3}$이랑 똑같지? 거기에 원래 있던 $\frac{1}{3}$을 더해봐. 그럼 분자가 7이 되니까 $\frac{7}{3}$이 된단다."
grade3_2st_step_456,2-4단원. 분수 (분수의 종류와 크기 비교),6,$\frac{7}{5}$과 $1 \frac{3}{5}$ 중 어느 것이 더 큽니까?,$1 \frac{3}{5}$,"비교하려면 모양을 맞춰야 해! $1 \frac{3}{5}$을 가분수로 바꾸면 $\frac{8}{5}$이지? $\frac{7}{5}$보다 $\frac{8}{5}$이 더 크니까 정답은 $1 \frac{3}{5}$이야."
grade3_2st_step_457,2-4단원. 분수 (분수의 종류와 크기 비교),6,분모가 7인 가분수 중에서 가장 작은 것은?,$\frac{7}{7}$,"가분수는 분자가 분모와 '같거나' 커야 해. 그래서 분모랑 똑같은 $\frac{7}{7}$이 가분수 중에서 제일 작은 막내란다."
grade3_2st_step_458,2-4단원. 분수 (분수의 종류와 크기 비교),6,자연수 3을 분모가 4인 분수로 나타내면?,$\frac{12}{4}$,"사탕 12개를 4명에게 나누면 3개씩 갖지? 그것처럼 $4 \times 3 = 12$를 분자에 써주면 된단다. $3 = \frac{12}{4}$!"
grade3_2st_step_459,2-4단원. 분수 (분수의 종류와 크기 비교),6,$\frac{11}{3}$을 대분수로 바꾸면?,$3 \frac{2}{3}$,"11 안에 3이 3번 들어가지? 그럼 자연수는 3이 되고, 남은 2는 분자로 보내서 $3 \frac{2}{3}$라고 쓰면 돼."
grade3_2st_step_460,2-4단원. 분수 (분수의 종류와 크기 비교),6,분모가 6인 진분수는 모두 몇 개입니까?,5개,"분자가 6보다 작아야 하니까 $\frac{1}{6}$부터 $\frac{5}{6}$까지 총 5개가 있단다. $\frac{6}{6}$은 가분수니까 빼야 해!"
grade3_2st_step_461,2-4단원. 분수 (분수의 종류와 크기 비교),6,$4 \frac{2}{5}$를 가분수로 바꾸면?,$\frac{22}{5}$,"자연수 4와 분모 5를 곱하면 20! 거기에 원래 분자 2를 더하면 22! 그래서 $\frac{22}{5}$가 되는 마법 같은 계산이야."
grade3_2st_step_462,2-4단원. 분수 (분수의 종류와 크기 비교),6,$\frac{8}{8}$은 진분수입니까 가분수입니까?,가분수,"분모와 분자가 같으면 '가분수'에 속해! 1학기 때는 그냥 1이라고 배웠지만, 이제는 가분수라는 멋진 이름으로 불러주자."
grade3_2st_step_463,2-4단원. 분수 (분수의 종류와 크기 비교),6,대분수 $3 \frac{4}{7}$에서 자연수 부분은 얼마입니까?,3,"대분수의 왼쪽 옆에 큼직하게 서 있는 숫자가 바로 자연수 부분이야. 여기서는 3이 주인공이네!"
grade3_2st_step_464,2-4단원. 분수 (분수의 종류와 크기 비교),6,$\frac{13}{6}$과 $2 \frac{1}{6}$의 크기를 비교하면?,같습니다,"$\frac{13}{6}$을 대분수로 바꾸면 $2 \frac{1}{6}$이 되지? 모양만 다를 뿐 사실은 쌍둥이처럼 똑같은 크기의 수란다."
grade3_2st_step_465,2-4단원. 분수 (분수의 종류와 크기 비교),6,분모가 5인 가분수 중 분자가 10보다 작은 것은 몇 개?,5개,"분자가 분모인 5와 같거나 커야 하니까 5, 6, 7, 8, 9까지 총 5개가 가능해. 숫자를 하나씩 세어보렴!"
grade3_2st_step_466,2-4단원. 분수 (분수의 종류와 크기 비교),6,15의 $\frac{1}{3}$은 얼마입니까?,5,"15를 똑같이 3묶음으로 나누면 한 묶음에 5개씩 들어가지? 그래서 15의 $\frac{1}{3}$은 5가 되는 거야."
grade3_2st_step_467,2-4단원. 분수 (분수의 종류와 크기 비교),6,20의 $\frac{3}{4}$은 얼마입니까?,15,"20을 4로 나누면 한 묶음에 5개지? 그게 3묶음 있어야 하니까 $5 \times 3 = 15$가 정답이란다. 묶음으로 생각하면 쉬워!"
grade3_2st_step_468,2-4단원. 분수 (분수의 종류와 크기 비교),6,$\frac{18}{4}$을 대분수로 나타내면?,$4 \frac{2}{4}$,"18 나누기 4를 하면 몫은 4고 나머지는 2야. 몫은 자연수로, 나머지는 분자로 보내면 $4 \frac{2}{4}$ 완성!"
grade3_2st_step_469,2-4단원. 분수 (분수의 종류와 크기 비교),6,대분수를 가분수로 바꿀 때 분모는 변하나요?,아니오,"대분수를 가분수로 바꿔도 기준이 되는 '똑같이 나눈 수(분모)'는 절대 변하지 않아. 위층(분자)만 바뀐단다."
grade3_2st_step_470,2-4단원. 분수 (분수의 종류와 크기 비교),6,8의 $\frac{1}{2}$과 12의 $\frac{1}{3}$ 중 어느 것이 더 큽니까?,같습니다,"8의 절반은 4이고, 12를 3으로 나눈 것도 4지? 둘 다 4로 똑같으니까 크기가 같다고 해야 해."
grade3_2st_step_471,2-4단원. 분수 (분수의 종류와 크기 비교),6,$\frac{25}{9}$는 $2 \frac{7}{9}$보다 큽니까?,아니오,"$2 \frac{7}{9}$을 가분수로 바꾸면 $\frac{25}{9}$야. 어라? 둘이 똑같네! 그래서 더 크지 않고 '같다'가 정답이야."
grade3_2st_step_472,2-4단원. 분수 (분수의 종류와 크기 비교),6,어떤 수의 $\frac{1}{4}$이 5라면 어떤 수는?,20,"4개로 나눈 것 중 하나가 5니까, 전체는 $5 \times 4$를 해서 20이 되어야 해. 거꾸로 곱해주면 끝!"
grade3_2st_step_473,2-4단원. 분수 (분수의 종류와 크기 비교),6,분자가 15이고 분모가 4인 대분수는?,$3 \frac{3}{4}$,"먼저 가분수 $\frac{15}{4}$를 만들고, 15를 4로 나눠봐. 몫이 3이고 나머지가 3이니까 $3 \frac{3}{4}$이 된단다."
grade3_2st_step_474,2-4단원. 분수 (분수의 종류와 크기 비교),6,자연수 1은 분모와 분자가 어떨 때입니까?,같을 때,"$\frac{2}{2}$, $\frac{100}{100}$처럼 위아래 숫자가 똑같으면 그 분수는 언제나 자연수 1과 같단다. 참 신기하지?"
grade3_2st_step_475,2-4단원. 분수 (분수의 종류와 크기 비교),6,$\frac{2}{3}$시간은 몇 분입니까?,40분,"1시간은 60분이지? 60분의 $\frac{1}{3}$은 20분이고, 그게 2개니까 40분이 되는 거야. 시계 공부도 되네!"
grade3_2st_step_476,2-4단원. 분수 (분수의 종류와 크기 비교),6,분모가 9인 진분수 중 가장 큰 것은?,$\frac{8}{9}$,"진분수는 분자가 분모보다 딱 1이라도 작아야 해. 그래서 9보다 1 작은 8을 올린 $\frac{8}{9}$이 제일 크단다."
grade3_2st_step_477,2-4단원. 분수 (분수의 종류와 크기 비교),6,$\frac{17}{5}$을 대분수로 바꿀 때 자연수 부분은?,3,"17 나누기 5를 해보렴. $5 \times 3 = 15$니까 3번 들어가고 2가 남지? 그래서 자연수 부분은 3이 된단다."
grade3_2st_step_478,2-4단원. 분수 (분수의 종류와 크기 비교),6,24cm의 $\frac{5}{8}$는 몇 cm입니까?,15cm,"24를 8로 나누면 한 칸에 3cm! 그게 5칸 있어야 하니까 $3 \times 5 = 15$cm가 정답이야. 자를 머릿속에 그려봐!"
grade3_2st_step_479,2-4단원. 분수 (분수의 종류와 크기 비교),6,$5 \frac{1}{2}$과 $\frac{10}{2}$ 중 어느 것이 더 큽니까?,$5 \frac{1}{2}$,"$5 \frac{1}{2}$을 가분수로 바꾸면 $\frac{11}{2}$이지? $\frac{11}{2}$이 $\frac{10}{2}$보다 크니까 대분수가 더 승리!"
grade3_2st_step_480,2-4단원. 분수 (분수의 종류와 크기 비교),6,10개 중 7개는 전체의 몇 분의 몇입니까?,$\frac{7}{10}$,"전체 10개를 아래(분모)에 쓰고 그중 7개를 위(분자)에 쓰면 돼. 읽을 때는 '십 분의 칠'!"
grade3_2st_step_481,2-4단원. 분수 (분수의 종류와 크기 비교),6,분모가 4인 가분수 중 3보다 작은 것은 모두 몇 개?,7개,"자연수 3은 $\frac{12}{4}$지? 가분수는 $\frac{4}{4}$부터 시작하니까 $\frac{4}{4}, \frac{5}{4} \dots \frac{11}{4}$까지 총 8개가 아니라 7개(5~11)가 아니고... 다시! 4부터 11까지니까 8개란다."
grade3_2st_step_482,2-4단원. 분수 (분수의 종류와 크기 비교),6,가분수를 대분수로 바꿀 때 나머지는 분수의 어느 부분이 되나요?,분자,"나눗셈을 하고 남은 찌꺼기 같은 '나머지'는 대분수의 윗부분인 분자로 쏙 올라가게 된단다."
grade3_2st_step_483,2-4단원. 분수 (분수의 종류와 크기 비교),6,1과 $\frac{4}{5}$를 합치면 어떤 분수가 되나요?,$1 \frac{4}{5}$,"자연수와 진분수를 그냥 나란히 붙여주기만 하면 돼! 읽을 때는 '일과 오 분의 사'라고 읽어주렴."
grade3_2st_step_484,2-4단원. 분수 (분수의 종류와 크기 비교),6,$\frac{21}{10}$을 소수로 나타내면 얼마입니까?,2.1,"분모가 10이면 소수 한 자리로 바꿀 수 있어. 21에서 점을 하나 찍어주면 2.1이 되지? 1학기 때 배운 내용이야!"
grade3_2st_step_485,2-4단원. 분수 (분수의 종류와 크기 비교),6,분모가 같은 분수의 크기 비교는 무엇을 보고 하나요?,분자,"아래 숫자가 똑같으면 위 숫자가 큰 놈이 무조건 대장이야! 빵을 똑같이 나눴으니 많이 가진 사람이 임자지."
grade3_2st_step_486,2-4단원. 분수 (분수의 종류와 크기 비교),6,18의 $\frac{2}{6}$는 얼마입니까?,6,"18을 6으로 나누면 3이지? 그게 2묶음이니까 $3 \times 2 = 6$이 된단다. 나눗셈과 곱셈을 한 번에 하네!"
grade3_2st_step_487,2-4단원. 분수 (분수의 종류와 크기 비교),6,가분수 $\frac{10}{3}$을 대분수로 바꾸면?,$3 \frac{1}{3}$,"10 안에 3이 3번 들어가고 1이 남지? 그래서 $3 \frac{1}{3}$이야. 가분수를 대분수로 바꾸는 건 필수 기술이지!"
grade3_2st_step_488,2-4단원. 분수 (분수의 종류와 크기 비교),6,대분수 $6 \frac{3}{4}$을 가분수로 바꾸면?,$\frac{27}{4}$,"$6 \times 4 = 24$에다가 3을 더하면 27! 분모는 그대로 4를 써서 $\frac{27}{4}$이라고 하면 된단다."
grade3_2st_step_489,2-4단원. 분수 (분수의 종류와 크기 비교),6,진분수 중에서 분모와 분자의 차이가 가장 작은 것은?,$\frac{n-1}{n}$,"$\frac{1}{2}, \frac{2}{3}, \frac{9}{10}$처럼 분자가 분모보다 딱 1 작은 분수들이 차이가 가장 작고 1에 아주 가까운 수란다."
grade3_2st_step_490,2-4단원. 분수 (분수의 종류와 크기 비교),6,$\frac{3}{3}$과 $\frac{5}{5}$ 중 어느 것이 더 큽니까?,같습니다,"둘 다 분모와 분자가 같으니 자연수 1과 똑같아. 피자 3조각 다 먹나 5조각 다 먹나 한 판 다 먹는 건 똑같지?"
grade3_2st_step_491,2-4단원. 분수 (분수의 종류와 크기 비교),6,분모가 8인 대분수 중 가장 작은 것은?,$1 \frac{1}{8}$,"대분수는 자연수가 최소 1이어야 하고 진분수도 최소 $\frac{1}{8}$이어야 해. 그래서 이 둘을 합친 게 가장 작단다."
grade3_2st_step_492,2-4단원. 분수 (분수의 종류와 크기 비교),6,30의 $\frac{4}{5}$는 얼마입니까?,24,"30 나누기 5는 6! 6 곱하기 4는 24! 이제 이 정도 계산은 척척 해내는구나. 정말 멋져!"
grade3_2st_step_493,2-4단원. 분수 (분수의 종류와 크기 비교),6,$\frac{22}{7}$을 대분수로 나타내면?,$3 \frac{1}{7}$,"22 안에 7이 3번($21$) 들어가고 1이 남아. 그래서 $3 \frac{1}{7}$이야. 이건 사실 '파이'라는 수와 비슷하단다."
grade3_2st_step_494,2-4단원. 분수 (분수의 종류와 크기 비교),6,대분수 $2 \frac{5}{6}$는 $\frac{1}{6}$이 몇 개 모인 것입니까?,17개,"먼저 가분수로 바꿔봐. $2 \times 6 + 5 = 17$이니까 $\frac{17}{6}$이지? 그래서 $\frac{1}{6}$이 17개 모인 거란다."
grade3_2st_step_495,2-4단원. 분수 (분수의 종류와 크기 비교),6,1보다 큰 분수는 진분수일까요 가분수일까요?,가분수,"진분수는 항상 1보다 작아. 1보다 크거나 같은 분수는 무조건 가분수나 대분수라고 불러야 해."
grade3_2st_step_496,2-4단원. 분수 (분수의 종류와 크기 비교),6,$\frac{14}{5}$와 $2 \frac{4}{5}$의 크기를 비교하면?,같습니다,"$\frac{14}{5}$를 대분수로 바꾸면 $2 \frac{4}{5}$가 되지? 완벽하게 똑같은 크기의 수란다."
grade3_2st_step_497,2-4단원. 분수 (분수의 종류와 크기 비교),6,45의 $\frac{2}{9}$는 얼마입니까?,10,"45를 9로 나누면 한 묶음에 5개씩! 그게 2묶음이니까 $5 \times 2 = 10$이 정답이야."
grade3_2st_step_498,2-4단원. 분수 (분수의 종류와 크기 비교),6,분모가 10인 분수 중 $1 \frac{3}{10}$보다 큰 진분수는?,없습니다,"진분수는 1보다 커질 수 없는데 $1 \frac{3}{10}$은 이미 1보다 크지? 그래서 그런 진분수는 존재할 수 없어!"
grade3_2st_step_499,2-4단원. 분수 (분수의 종류와 크기 비교),6,$\frac{32}{6}$를 대분수로 바르게 바꾼 것은?,$5 \frac{2}{6}$,"32 나누기 6은 5이고 나머지가 2지? 그래서 $5 \frac{2}{6}$가 된단다. 나눗셈 실력이 분수 실력이야!"
grade3_2st_step_500,2-4단원. 분수 (분수의 종류와 크기 비교),6,가분수와 대분수를 왜 배울까요?,1보다 큰 양을 분수로 나타내기 위해,"사과 한 판 하고도 반 판이 더 있을 때, $\frac{3}{2}$나 $1 \frac{1}{2}$처럼 표현하면 아주 정확하겠지? 그래서 배우는 거야!"
grade3_2st_step_501,2-5단원. 들이와 무게 (L / mL / kg / g),7,1$L$는 몇 $mL$입니까?,1000$mL$,"들이의 큰 단위인 리터($L$)는 작은 단위인 밀리리터($mL$) 1000개가 모여야 해. 0이 3개 붙는다는 거 꼭 기억하렴!"
grade3_2st_step_502,2-5단원. 들이와 무게 (L / mL / kg / g),7,2$L$ 500$mL$를 $mL$로만 나타내면?,2500$mL$,"2$L$는 2000$mL$지? 거기에 500$mL$를 더하면 2500$mL$가 된단다. 우유갑을 떠올려봐!"
grade3_2st_step_503,2-5단원. 들이와 무게 (L / mL / kg / g),7,4300$mL$는 몇 $L$ 몇 $mL$입니까?,4$L$ 300$mL$,"1000$mL$가 1$L$니까 4000$mL$는 4$L$로 바뀌지? 남은 300은 그대로 $mL$ 자리에 써주면 돼."
grade3_2st_step_504,2-5단원. 들이와 무게 (L / mL / kg / g),7,1$kg$은 몇 $g$입니까?,1000$g$,"무게의 단위 킬로그램($kg$)도 그램($g$)이 1000개 모여야 해. 들이랑 똑같이 1000배 차이가 난단다."
grade3_2st_step_505,2-5단원. 들이와 무게 (L / mL / kg / g),7,5$kg$ 80$g$을 $g$으로 나타내면?,5080$g$,"이건 조심해야 해! 5$kg$은 5000$g$이지? 80$g$을 더하면 5080$g$이야. 가운데 0을 빼먹으면 안 돼!"
grade3_2st_step_506,2-5단원. 들이와 무게 (L / mL / kg / g),7,3$L$ 200$mL$ + 1$L$ 500$mL$의 값은?,4$L$ 700$mL$,"리터는 리터끼리($3+1=4$), 밀리리터는 밀리리터끼리($200+500=700$) 더하면 아주 쉽단다!"
grade3_2st_step_507,2-5단원. 들이와 무게 (L / mL / kg / g),7,6$kg$ 900$g$ - 2$kg$ 400$g$의 값은?,4$kg$ 500$g$,"$kg$끼리 빼면 4, $g$끼리 빼면 500! 받아내림이 없어서 금방 풀 수 있지? 단위만 잘 적어줘."
grade3_2st_step_508,2-5단원. 들이와 무게 (L / mL / kg / g),7,들이를 잴 때 사용하는 도구의 이름은?,눈금실린더(또는 비커),"액체의 양을 정확히 잴 때는 눈금이 그려진 그릇이 필요해. 눈금실린더나 비커가 대표적이지."
grade3_2st_step_509,2-5단원. 들이와 무게 (L / mL / kg / g),7,아주 무거운 트럭의 무게를 잴 때 알맞은 단위는?,$t$(톤),"$kg$보다 더 큰 단위가 있어! 1000$kg$을 1$t$이라고 부른단다. 아주 무거운 물건을 잴 때 쓰지."
grade3_2st_step_510,2-5단원. 들이와 무게 (L / mL / kg / g),7,2$L$ 700$mL$ + 1$L$ 400$mL$의 값은?,4$L$ 100$mL$,"$mL$끼리 더하면 1100$mL$지? 여기서 1000$mL$를 1$L$로 올려주자. 그럼 4$L$ 100$mL$가 된단다."
grade3_2st_step_511,2-5단원. 들이와 무게 (L / mL / kg / g),7,5$kg$ 200$g$ - 1$kg$ 500$g$의 값은?,3$kg$ 700$g$,"200$g$에서 500$g$을 못 빼니까 1$kg$을 빌려오자! 1200에서 500을 빼면 700$g$, $kg$은 4에서 1을 빼서 3이 돼."
grade3_2st_step_512,2-5단원. 들이와 무게 (L / mL / kg / g),7,약병에 들어있는 약의 양을 잴 때 알맞은 단위는?,$mL$,"약은 아주 조금씩 먹지? 그럴 때는 큰 리터($L$)보다는 작은 밀리리터($mL$) 단위를 쓰는 게 정확해."
grade3_2st_step_513,2-5단원. 들이와 무게 (L / mL / kg / g),7,사과 한 알의 무게로 알맞은 것은?,약 300$g$,"사과 한 알이 300$kg$이면 아무도 못 들겠지? 보통 사과는 200에서 400$g$ 정도 나간단다."
grade3_2st_step_514,2-5단원. 들이와 무게 (L / mL / kg / g),7,8000$kg$은 몇 $t$입니까?,8$t$,"1000$kg$이 1$t$이니까 0을 3개 떼주면 돼. 그래서 정답은 8$t$이야. 정말 엄청난 무게구나!"
grade3_2st_step_515,2-5단원. 들이와 무게 (L / mL / kg / g),7,들이를 나타내는 '1리터'의 올바른 기호는?,1$L$,"리터는 영어 대문자 $L$을 써서 나타낸단다. 소문자 $l$보다 헷갈리지 않게 대문자를 주로 써."
grade3_2st_step_516,2-5단원. 들이와 무게 (L / mL / kg / g),7,9$L$에서 400$mL$를 빼면?,8$L$ 600$mL$,"9$L$를 8$L$ 1000$mL$로 바꿔보자. 1000에서 400을 빼면 600$mL$가 남고 리터는 8$L$가 되지."
grade3_2st_step_517,2-5단원. 들이와 무게 (L / mL / kg / g),7,몸무게를 잴 때 사용하는 도구는?,체중계,"사람이나 동물의 무게를 잴 때는 바닥에 놓고 올라가는 체중계를 사용한단다."
grade3_2st_step_518,2-5단원. 들이와 무게 (L / mL / kg / g),7,0.5$L$는 몇 $mL$입니까?,500$mL$,"1$L$의 절반이 0.5$L$지? 그럼 1000$mL$의 절반인 500$mL$가 정답이야. 분수와 소수를 응용해봐!"
grade3_2st_step_519,2-5단원. 들이와 무게 (L / mL / kg / g),7,주전자 들이가 2$L$일 때 500$mL$ 컵으로 몇 번 부어야 할까?,4번,"500, 1000(1$L$), 1500, 2000(2$L$)! 네 번 부으면 주전자가 가득 차겠지? $500 \times 4 = 2000$이란다."
grade3_2st_step_520,2-5단원. 들이와 무게 (L / mL / kg / g),7,10$kg$ 500$g$ + 2$kg$ 800$g$은?,13$kg$ 300$g$,"$g$끼리 더해 1300$g$이 되니 1$kg$을 올려주자. 자연스럽게 13$kg$ 300$g$이 되는 걸 알 수 있어."
grade3_2st_step_521,2-5단원. 들이와 무게 (L / mL / kg / g),7,들이의 덧셈과 뺄셈에서도 받아올림과 받아내림은 얼마 기준?,1000,"들이와 무게 단위는 1000이 모여야 다음 단위로 넘어가. 그래서 항상 1000을 기준으로 생각해야 해!"
grade3_2st_step_522,2-5단원. 들이와 무게 (L / mL / kg / g),7,생수 한 병의 들이가 500$mL$입니다 10병의 들이는?,5$L$,"$500 \times 10 = 5000$이지? 5000$mL$는 1000으로 나눠서 5$L$라고 답하면 아주 완벽해!"
grade3_2st_step_523,2-5단원. 들이와 무게 (L / mL / kg / g),7,고기 1근은 보통 몇 $g$입니까?,600$g$,"시장이나 정육점에서 쓰는 '근'이라는 단위가 있어. 보통 600$g$을 1근이라고 부른단다. 상식으로 알아둬!"
grade3_2st_step_524,2-5단원. 들이와 무게 (L / mL / kg / g),7,7$t$ 200$kg$을 $kg$으로 나타내면?,7200$kg$,"1$t$이 1000$kg$이니까 7$t$은 7000$kg$이야. 거기에 200을 더해 7200$kg$이 된단다."
grade3_2st_step_525,2-5단원. 들이와 무게 (L / mL / kg / g),7,들이의 단위를 큰 것부터 차례대로 쓰면?,$L / mL$,"리터($L$)가 밀리리터($mL$)보다 훨씬 큰 단위야. 우유팩 크기를 생각하면 금방 알 수 있어."
grade3_2st_step_526,2-5단원. 들이와 무게 (L / mL / kg / g),7,무게의 단위를 작은 것부터 차례대로 쓰면?,$g / kg / t$,"그램($g$)이 제일 작고. 그 다음 킬로그램($kg$). 가장 큰 게 톤($t$) 순서란다."
grade3_2st_step_527,2-5단원. 들이와 무게 (L / mL / kg / g),7,6$L$ 250$mL$ - 2$L$ 500$mL$의 값은?,3$L$ 750$mL$,"250에서 500을 못 빼니 1$L$를 빌려와! 1250에서 500을 빼면 750$mL$고, $L$는 5에서 2를 빼서 3$L$야."
grade3_2st_step_528,2-5단원. 들이와 무게 (L / mL / kg / g),7,코끼리의 무게를 재기에 가장 적절한 단위는?,$t$,"코끼리는 몸무게가 몇 천 킬로그램이나 나가거든. 그래서 $kg$보다는 $t$(톤)으로 말하는 게 편해."
grade3_2st_step_529,2-5단원. 들이와 무게 (L / mL / kg / g),7,3000$mL$와 3$L$ 중 어느 것이 더 많습니까?,같습니다,"1000$mL$가 1$L$니까 3000$mL$는 3$L$와 완전히 똑같은 양이야. 단위만 바꾼 거란다."
